"Location_ID","Location_Name","Location_Setting","Location_Description","Ecology_Facility_Site_ID","Is_Location_a_Well","Address","City","State","Zip_Code","County","Watershed_WRIA","Ecology_Region","US_Congressional_District","State_Legislative_District","NHD_Reach_Code","NHD_Reach_Measure","NHD_Edit_Date","Calculated_Latitude_Decimal_Degrees_NAD83HARN","Calculated_Longitude_Decimal_Degrees_NAD83HARN","Horizontal_Coordinates_Represent","Horizontal_Coordinate_Accuracy","Horizontal_Coordinate_Collection_Method","Paper_Map_Scale","Township_Number","Township_Direction","Range_Number","Range_Direction","Section_Number","Quarter_Section_Township_Range","Quarter_Quarter_Section_Township_Range","Elevation_of","Elevation","Elevation_Units","Elevation_Datum","Elevation_Accuracy","Elevation_Collecton_Method","Sediment_Elevation_Elevation_Reference","Location_Suspect_or_Rejected_Flag","Location_Suspect_Code","Location_Suspect_Description","Location_ID_Alias","Associated_Study_ID","Record_Created_On","Location_System_ID"
"CCWR_00802","MCDONALD 01.3","Stream or River","McDonald d/s of Old Olympic Hwy",,"N","99","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000136",29.10508,4/11/2014 4:45:37 PM,48.10989961,-123.21973831,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",4,"W",8,"NE","SW","",100,"FT","Unknown","+/- 40 ft ( 12 m)","LIDAR (airborne laser)","","","","","","CCWR_003",3/5/2010 9:47:04 AM,1352372
"CCWR_00805","BELL 4.2","Stream or River","Bell @ Bell Creek Ln",,"N","99","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020002057",42.529622696532,2/26/2012 12:00:00 AM,48.05412814,-123.09892218,"Discrete monitoring point","+/- 100 ft (30 m)","GPS consumer unit or unknown (code phase)","1:20,001 - 1:25,000",30,"N",3,"W",32,"NW","","",510,"FT","Unknown","+/- 40 ft ( 12 m)","LIDAR (airborne laser)","","","","","","CCWR_058",3/5/2010 9:47:04 AM,84694044
"CCWR_00808","AGNEW DITCH @1079FINN HALL RD","Canal or Ditch","Agnew irrig tailwater @1079 Finn Hall Rd (A-38)",,"N","1079 FINN HALL RD","PORT ANGELES","WA","98362","Clallam","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020006205",33.9597189581,4/22/2014 12:00:00 AM,48.1125307939005,-123.252447669001,"Discrete monitoring point","+/- 100 ft (30 m)","GPS consumer unit or unknown (code phase)","",,"",,"",,"","","Land Surface",144.46960449,"FT","NAVD88","+/- 3 ft (1 m)","LIDAR (airborne laser)","","","","","","CCWR_069",8/23/2016 9:55:24 AM,100047018
"CCWR_00833","GOLDEN SANDS SLOUGH 0.0","Estuary, Channel","Golden Sands Slough @ outlet S side of Three Crabs Rd",,"N","","","WA","","Clallam","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020005764",4.56845,2/26/2012 12:00:00 AM,48.14145394,-123.107041,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","",31,"N",3,"W",31,"NE","SE","",10,"FT","NAVD88","+/- 10 ft (3 m)","LIDAR (airborne laser)","","","","","","CCWR_058, CCWR_069, G1100174",11/15/2011 6:04:40 PM,80866350
"CCWR_00836","MATRIOTTI 0.1","Stream or River","Matriotti near mouth d/s of Olympic Game Farm",,"N","","","WA","","Clallam","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000147",2.81,3/26/2014 4:36:38 PM,48.13822406,-123.138997,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","",31,"N",4,"W",43,"SW","NE","",30,"FT","NAVD88","+/- 10 ft (3 m)","LIDAR (airborne laser)","","","","","","CCWR_003, CCWR_058, CCWR_061, G0800233, G1100174",11/15/2011 6:04:43 PM,26308230
"CCWR_00844","BELL 1.6","Stream or River","Bell @Blake Av u/s of Carrie Blake Park",,"N","","","WA","","Clallam","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020007538",33.67,7/21/2012 12:00:00 AM,48.07981831,-123.0859286,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","",30,"N",3,"W",20,"NE","SE","",105,"FT","NGVD29","+/- 40 ft ( 12 m)","Digital elevation model – WA 10 m","","","","","","CCWR_004, CCWR_055, G0800233",11/15/2011 6:04:44 PM,17058646
"CCWR_00855","DUNGENESS 10.7 @HIGHLAND DITCH HEADGATE","Stream or River","Dungeness just u/s of Canyon Cr, RB @Highland headgate",,"N","KINKADE RD","SEQUIM","WA","98382","Clallam","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020002509",93.7460901382,2/26/2012 9:03:32 PM,48.0256599993005,-123.136719834001,"Discrete monitoring point","+/- 40 ft (12 m)","GPS consumer unit or unknown (code phase)","",,"",,"",,"","","Land Surface",509.16848755,"FT","NAVD88","+/- 3 ft (1 m)","LIDAR (airborne laser)","","","","","","CCWR_061",8/23/2016 9:55:23 AM,100047013
"CCWR_00858","COOPER 0.1","Intertidal","Cooper Cr @Three Crabs Rd",,"N","1371 Three Crabs Rd","SEQUIM","WA","98382","Clallam","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000852",6.216304,2/26/2012 9:05:12 PM,48.1373800000005,-123.101586000001,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","",31,"N",3,"W",32,"SW","NW","Land Surface",8.440455,"FT","NAVD88","+/- 20 ft (6 m)","LIDAR (airborne laser)","","","","","","CCWR_069, G1100174",7/12/2016 8:44:07 AM,100045614
"CCWR_00870","HURD 0.2","Stream or River","Hurd d/s of fish hatchery on Al Moore's property",,"N","1002 FASOLA RD","SEQUIM","WA","98382","Clallam","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000633",10.29715073,2/26/2012 9:01:24 PM,48.1203707435005,-123.144038484001,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","",,"",,"",,"","","Land Surface",69.25966644,"FT","NAVD88","+/- 3 ft (1 m)","LIDAR (airborne laser)","","","","","","CCWR_069",8/23/2016 9:55:24 AM,100047019
"CCWR_00873","MCDONALD 01.6","Stream or River","McDonald d/s of Old Olympic Hwy bridge",,"N","","","WA","","Clallam","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000136",37.003,4/11/2014 4:45:37 PM,48.10528933,-123.2218552,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","",30,"N",4,"W",8,"SW","NE","",130,"FT","NAVD88","+/- 10 ft (3 m)","LIDAR (airborne laser)","","","","","","CCWR_003, CCWR_004, CCWR_061, CCWR_069",11/15/2011 6:04:48 PM,39798764
"CCWR_00877","MEADOWBROOK 1.0","Stream or River","Meadowbrook u/s of lateral ditch",,"N","SEQUIM DUNGENESS WY","SEQUIM","WA","98382","Clallam","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000832",33.7915464689,7/15/2015 12:00:00 AM,48.1431176216005,-123.119641311001,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","",,"",,"",,"","","Land Surface",8.93855762,"FT","NAVD88","+/- 3 ft (1 m)","LIDAR (airborne laser)","","","","","","CCWR_055",8/23/2016 8:34:46 AM,100046962
"CCWR_00878","AGNEW DITCH @1029 FINN HALL RD","Canal or Ditch","Agnew Ditch at 1029 Finn Hall RD 0.16 mi W of Matson Rd",,"N","1029 FINN HALL RD","PORT ANGELES","WA","98362","Clallam","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020006205",35.9772192603,4/22/2014 12:00:00 AM,48.1125358714005,-123.252691787001,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","",,"",,"",,"","","Land Surface",145.46710205,"FT","NAVD88","+/- 3 ft (1 m)","LIDAR (airborne laser)","","","","","","CCWR_055, G0800233",8/23/2016 8:17:22 AM,100046960
"CCWR_00879","LOTZGESELL 1.7","Stream or River","Lotzgesell Cr d/s of Woodcock Rd culvert",,"N","WOODCOCK RD","SEQUIM","WA","98382","Clallam","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000636",64.2688207132,2/26/2012 9:03:42 PM,48.1162040271005,-123.160577825001,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","",,"",,"",,"","","Land Surface",86.33970642,"FT","NAVD88","+/- 3 ft (1 m)","LIDAR (airborne laser)","","","","","","CCWR_055, G0800233",8/23/2016 8:11:30 AM,100046956
"CCWR_00880","DUNGENESS 10.8","Stream or River","Dungeness u/s of Hatchery, LB u/s of Canyon Creek",,"N","","","WA","","Clallam","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020002508",42.319,2/26/2012 12:00:00 AM,48.02378,-123.1364398,"Discrete monitoring point","+/- 100 ft (30 m)","GPS consumer unit or unknown (code phase)","",29,"N",4,"W",12,"NW","SE","",520,"FT","NAVD88","+/- 10 ft (3 m)","LIDAR (airborne laser)","","","","","","CCWR_058, CCWR_061",11/15/2011 6:04:49 PM,86549724
"CCWR_00881","SFWYCB","Source (industrial, agricultural, stormwater, or other discharge or lagoon)","Catch basin at NE corner of Sfeway plaza parking lot, input to dry well",,"N","680 WWASHINGTON ST","SEQUIM","WA","98382","Clallam","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000652",6.906446,2/26/2012 9:03:54 PM,48.0805403061005,-123.117170605001,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","",,"",,"",,"","","Land Surface",211.73469543,"FT","NAVD88","+/- 3 ft (1 m)","LIDAR (airborne laser)","","","","","","CCWR_055, G0800233",8/23/2016 8:17:22 AM,100046961
"CCWR_00882","SQBAYRD","Source (industrial, agricultural, stormwater, or other discharge or lagoon)","Manhole in Las Palomas driveway, Washington at W Sequim Bay RD",,"N","","","WA","98382","Clallam","Elwah-Dungeness","Southwest Regional Office",6,24,"",,,48.0755152578005,-123.084526343001,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","",,"",,"",,"","","Land Surface",135.85929871,"FT","NAVD88","+/- 3 ft (1 m)","LIDAR (airborne laser)","","","","","","CCWR_055",8/23/2016 9:13:54 AM,100046966
"CCWR_00883","SQBAYRHODF","Canal or Ditch","Highland Ditch SE corner of Rhodefer and West Sequim Bay RD",,"N","","","WA","98382","Clallam","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020002056",92.494982995,2/26/2012 9:01:50 PM,48.0759037092005,-123.080526434001,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","",,"",,"",,"","","Land Surface",118.97609711,"FT","NAVD88","+/- 3 ft (1 m)","LIDAR (airborne laser)","","","","","","CCWR_055",8/23/2016 8:34:47 AM,100046963
"CCWR_00884","HOMEDEP @ WASHINGTON","Source (industrial, agricultural, stormwater, or other discharge or lagoon)","Home Depot Bioswale @ W. Washington St",,"N","1145 WWASHINGTON ST","SEQUIM","WA","98382","Clallam","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000649",19.9832454037,2/26/2012 9:01:47 PM,48.0776740201005,-123.131809159001,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","",,"",,"",,"","","Land Surface",281.8157959,"FT","NAVD88","+/- 3 ft (1 m)","LIDAR (airborne laser)","","","","","","CCWR_055",8/23/2016 8:34:47 AM,100046964
"CCWR_00890","BELL 1.75","Stream or River","Bell restoration adj Les Schwab d/s of E Washington St",,"N","NBROWN RD","SEQUIM","WA","98382","Clallam","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020007538",0.282,7/21/2012 1:55:44 PM,48.0793759637005,-123.091237902001,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","",,"",,"",,"","","Land Surface",150.32949829,"FT","NAVD88","+/- 3 ft (1 m)","LIDAR (airborne laser)","","","","","","CCWR_055",8/23/2016 9:13:54 AM,100046967
"CCWR_00891","HIGHLAND DITCH @ E. WASHINGTON","Canal or Ditch","Highland Ditch d/s of E. Washington St",,"N","842 EWASHINGTON ST","SEQUIM","WA","98382","Clallam","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020003288",29.8015262894,7/13/2012 12:00:00 AM,48.0780257846005,-123.089516653001,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","",,"",,"",,"","","Land Surface",147.08580017,"FT","NAVD88","+/- 3 ft (1 m)","LIDAR (airborne laser)","","","","","","CCWR_055, G0800233",8/23/2016 8:11:30 AM,100046957
"CCWR_00894","HIGHLAND DITCH @HAPPY VALLEY","Canal or Ditch","Highland Ditch M-1 @ x Happy Valley & Huffman Heights",,"N","","","WA","98382","Clallam","Quilcence-Snow","Southwest Regional Office",6,24,"",,,48.0538686661005,-123.066273061001,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","",,"",,"",,"","","Land Surface",439.27578735,"FT","NAVD88","+/- 3 ft (1 m)","LIDAR (airborne laser)","","","","","","CCWR_055",8/23/2016 8:34:47 AM,100046965
"CCWR_00904","MORSE 1.6A","Stream or River","Morse d/s of 4 Seasons Park nr u/s end of restored channel",,"N","","Port Angeles","WA","98362","Clallam","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000118",31.3604,4/16/2014 8:17:41 AM,48.09743835,-123.355943,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","",30,"N",5,"W",17,"NW","","",75,"FT","NAVD88","+/- 10 ft (3 m)","LIDAR (airborne laser)","","","","","","CCWR_003",11/15/2011 6:04:53 PM,93278369
"CCWR_00909","PEABODY 1.2","Stream or River","Peabody u/s of storm pipe outflow u/s of Lauridsen Blvd",,"N","","","WA","","Clallam","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000283",71.86315,4/10/2014 8:50:39 AM,48.10444633,-123.426795,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","",30,"N",6,"W",10,"NE","NE","",170,"FT","NAVD88","+/- 10 ft (3 m)","LIDAR (airborne laser)","","","","","","CCWR_002",11/15/2011 6:04:55 PM,38640802
"CCWR_00920","MEADOWBROOK 3.1","Stream or River","Meadowbrook Creek at headwaters",,"N","120 MCCARTER PL","SEQUIM","WA","98382","Clallam","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000282",50.302,2/26/2012 9:03:33 PM,48.1305527895005,-123.127308754001,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","",,"",,"",,"","","Land Surface",35.23659134,"FT","NAVD88","+/- 3 ft (1 m)","LIDAR (airborne laser)","","","","","","CCWR_058",8/23/2016 12:01:39 PM,100047043
"CCWR_00948","PEABODY 0.4B","Stream or River","Peabody ~80' d/s of  Peabody St. culvert",,"N","","PORT ANGELES","WA","98362","Clallam","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000283",76.214925,4/22/2014 12:00:00 AM,48.1151679308005,-123.430318945001,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","",,"",,"",,"","","Land Surface",41.5353508,"FT","NAVD88","+/- 3 ft (1 m)","LIDAR (airborne laser)","","","","","","CCWR_002",8/23/2016 9:55:12 AM,100046974
"CCWR_00949","TUMWATER 0.1B","Source (industrial, agricultural, stormwater, or other discharge or lagoon)","Tumwater LB storm drain input @ 3rd St.",,"N","","","WA","98363","Clallam","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020001950",8.80227106717,4/22/2014 12:00:00 AM,48.1221352502005,-123.447002347001,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","",,"",,"",,"","","Land Surface",22.51349068,"FT","NAVD88","+/- 3 ft (1 m)","LIDAR (airborne laser)","","","","","","CCWR_002",8/23/2016 9:55:12 AM,100046975
"CCWR_00988","MCDONALD 00.2","Stream or River","McDonald u/s of lagoon at McDonnell Creek Ranch",,"N","MARINERS POINT RD","SEQUIM","WA","98382","Clallam","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000136",4.95419361502,4/22/2014 12:00:00 AM,48.1248788471005,-123.218496527001,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","",,"",,"",,"","","Land Surface",17.552074,"FT","NAVD88","+/- 3 ft (1 m)","LIDAR (airborne laser)","","","","","","CCWR_003",8/23/2016 9:55:14 AM,100046984
"CCWR_01002","DEAN 0.17","Stream or River","Dean Cr @Olympic Discovery Bridge",,"N","1033 OLD BLYN HWY","SEQUIM","WA","98382","Clallam","Quilcence-Snow","Southwest Regional Office",6,24,"17110020000360",12.2134372726,2/23/2016 12:00:00 AM,48.0242080628378,-123.011027575,"Discrete monitoring point","+/- 20 ft (6 m)","GPS high-end consumer unit (DGPS or WAAS enabled)","",,"",,"",,"","","Land Surface",29.9387397766,"FT","NAVD88","+/- 3 ft (1 m)","LIDAR (airborne laser)","","","","","","CCWR_069",8/23/2016 9:55:25 AM,100047020
"CCWR_01006","NO NAME 0.03","Stream or River","No Name Creek next to Admin Building",,"N","OLD BLYN HWY","SEQUIM","WA","98382","Clallam","Quilcence-Snow","Southwest Regional Office",6,24,"17110020000355",0.43416363154,2/26/2012 9:03:27 PM,48.0259294632378,-122.996951859,"Discrete monitoring point","+/- 20 ft (6 m)","GPS high-end consumer unit (DGPS or WAAS enabled)","",,"",,"",,"","","Land Surface",11.3413715363,"FT","NAVD88","+/- 3 ft (1 m)","LIDAR (airborne laser)","","","","","","CCWR_069",8/23/2016 9:55:15 AM,100046985
"CCWR_01008","SEQUIM BAY STATE PARK CREEK 0.0","Stream or River","Creek @Sequim Bay State Park nr. Mouth",,"N","HWY 101","SEQUIM","WA","98382","Clallam","Quilcence-Snow","Southwest Regional Office",6,24,"17110020000346",0.1,2/26/2012 9:03:10 PM,48.0413373293005,-123.027081265001,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","",,"",,"",,"","","Land Surface",5.448448,"FT","NAVD88","+/- 3 ft (1 m)","LIDAR (airborne laser)","","","","","","CCWR_069",8/23/2016 9:26:37 AM,100046970
"CCWR_01012","BAGLEY 0.7A","Stream or River","Bagley just d/s of Olympic Discovery Trail",,"N","","PORT ANGELES","WA","98362","Clallam","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000306",14.605,4/22/2014 12:00:00 AM,48.1050432507005,-123.337320422001,"Discrete monitoring point","+/- 20 ft (6 m)","Computer map - GIS-based","",,"",,"",,"","","Land Surface",145.573364,"FT","NAVD88","+/- 3 ft (1 m)","LIDAR (airborne laser)","","","","","","CCWR_069",8/23/2016 9:55:25 AM,100047021
"CCWR_01014","MATRIOTTI 0.3A","Stream or River","Matriotti d/s of Ward Rd",,"N","WARD RD","SEQUIM","WA","98382","Clallam","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000147",10.338,2/26/2012 9:01:50 PM,48.1362944535005,-123.145535380001,"Discrete monitoring point","+/- 20 ft (6 m)","Computer map - GIS-based","",,"",,"",,"","","Land Surface",39.385166,"FT","NAVD88","+/- 3 ft (1 m)","LIDAR (airborne laser)","","","","","","CCWR_069",8/23/2016 9:26:37 AM,100046971
"CCWR_01016","CHICKEN COOP 0.24","Stream or River","Chicken Coop Cr 50' u/s of culvert @Old Blyn Hwy",,"N","","SEQUIM","WA","98382","Clallam","Quilcence-Snow","Southwest Regional Office",6,24,"17110020000350",11.1,2/26/2012 9:02:31 PM,48.0298212488389,-122.994370130125,"Discrete monitoring point","+/- 20 ft (6 m)","Computer map - GIS-based","",,"",,"",,"","","Land Surface",54.407791,"FT","NAVD88","+/- 3 ft (1 m)","LIDAR (airborne laser)","","","","","","CCWR_069",8/23/2016 9:55:25 AM,100047022
"CCWR_01019","GIERIN 1.8","Stream or River","Gierin @ d/s of Holland Rd, d/s of trib",,"N","HOLLAND RD","SEQUIM","WA","98382","Clallam","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000294",47.47396891711,2/26/2012 9:01:12 PM,48.1022689510505,-123.075366751971,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","",,"",,"",,"","","Land Surface",36.62012863159,"FT","NAVD88","+/- 3 ft (1 m)","LIDAR (airborne laser)","","","","","","CCWR_069",8/23/2016 9:55:25 AM,100047023
"COOP0.1","COOP0.1","Stream or River","MOUTH OF COOPER CR AT END OF 3 CRABS RD",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000852",1.43588292019079,2/26/2012 12:00:00 AM,48.1377493031423,-123.101194487503,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","1:24,000",31,"N",3,"W",32,"SW","NW","",,"","","","","","","","","","CBRO0001, DSAR0003, G0300015",9/13/2000 12:00:00 AM,8275331
"CROJE11","CROCKER (JEFFERSON) 1","Lake, Pond, or Reservoir","APPROX. DEEPEST PART OF LAKE USUALLY",,"N","","","WA","","JEFFERSON","Quilcence-Snow","Southwest Regional Office",6,24,"",,,47.93944,-122.87916,"Discrete monitoring point","+/- 250 ft (76 m)","GPS real time survey-grade (kinematic)","Not Applicable",28,"N",2,"W",12,"NW","NE","",190,"FT","Unknown","Unknown","Paper map interpolation","Mean sea level (MSL)","","","","","AMS002",1/1/1753 12:00:00 AM,1095362
"DCU002","DUTCHER COVE UPLAND 2","Stream or River","West side of Lackey Rd. between 64th St. Ct. and 68th St.; Across from 6519 Lackey Rd.",,"N","","","WA","","Pierce","Kitsap","Southwest Regional Office",6,26,"17110019013002",72.123,2/26/2012 12:00:00 AM,47.317134,-122.769572,"Discrete monitoring point","+/- 10 ft (3 m)","Computer map - GIS-based","",21,"N",1,"W",11,"SE","SW","",,"","","","","","","","","","G1100202, G1400587, PCSWQD",12/9/2011 8:03:31 AM,55837312
"DEER CREEK","DEER CREEK @ DEER CEEK ROAD","Stream or River","Sampling location upstream of Deer Creek Road bridge crossing",,"N","","","WA","","JEFFERSON","Quilcence-Snow","Southwest Regional Office",6,24,"",,,48.270604,-122.933285,"Unknown","+/- 40 ft (12 m)","Computer map - GIS-based","1:20,001 - 1:25,000",,"",,"",,"","","",,"","","","","","","","","","TAX91050",9/28/2006 3:08:17 PM,11693921
"DR0.8LB","DR0.8LB","Stream or River","DUNGENESS R  SCHOOLHOUSE RD NEAR LB",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"",,,48.143601,-123.12905,"near left bank","+/- 100 ft (30 m)","Computer map - GIS-based","1:24,000",31,"N",4,"W",41,"NE","","",,"","","","","","","","","","DSAR0003",1/24/2000 12:00:00 AM,5014542
"DR0.8RB","DR0.8RB","Stream or River","DUNGENESS R  SCHOOLHOUSE RD NEAR RB",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000847",9.3699,7/9/2015 10:01:20 AM,48.143601,-123.12905,"near right bank","+/- 100 ft (30 m)","Computer map - GIS-based","1:24,000",31,"N",4,"W",41,"NE","","",,"","","","","","","","","","CBRO0001, DSAR0003",1/24/2000 12:00:00 AM,1004542
"DR3.2LB","DR3.2LB","Stream or River","DUNGENESS R AT WOODCOCK RD NEAR LB",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"",,,48.116184,-123.149358,"near left bank","+/- 100 ft (30 m)","Computer map - GIS-based","1:24,000",30,"N",4,"W",2,"SE","SE","",,"","","","","","","","","","DSAR0003",1/24/2000 12:00:00 AM,1173542
"DR3.2RB","DR3.2RB","Stream or River","DUNGENESS R AT WOODCOCK RD NEAR RB",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"",,,48.116184,-123.149358,"near right bank","+/- 100 ft (30 m)","Computer map - GIS-based","1:24,000",30,"N",4,"W",2,"SE","SE","",,"","","","","","","","","","DSAR0003",1/24/2000 12:00:00 AM,9553542
"DUN0.2","DUNGENESS RIVER AT RM 0.2","Stream or River","Dungeness River off of Rivers End Rd. just below WDFW Screw Trap",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000847",66.03391,7/9/2015 10:01:19 AM,48.14835314,-123.1263255,"stream center","+/- 20 ft (6 m)","GPS consumer unit or unknown (code phase)","Not Applicable",31,"N",4,"W",41,"SE","SE","",,"","","","","","","","","","G0500025",5/5/2009 2:48:23 PM,1480943
"EF01(AIRPORTCR)","EF01(TRIBUTARY STREAM @ ARCHERY RANGE)","Stream or River","Sampling location at KBH Archery Range footbridge",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,35,"17110018000639",25.30681,2/26/2012 12:00:00 AM,47.49592,-122.79759,"Discrete monitoring point","+/- 40 ft (12 m)","Unknown","Unknown",23,"N",1,"W",10,"SW","NW","",,"","","","","","","","","","G0100200",10/3/2006 2:07:19 PM,83834754
"EPA06600-DEWA01","DEWATTO RIVER","Stream or River","DEWATTO RIVER",,"N","","","WA","","Mason","Kitsap","Southwest Regional Office",6,35,"17110018000646",88.033,2/26/2012 12:00:00 AM,47.46906,-123.02571,"Discrete monitoring point","+/- 100 ft (30 m)","GPS high-end consumer unit (DGPS or WAAS enabled)","Not Applicable",23,"N",3,"W",23,"","","",,"","","","","","","","","","WHM_EPA",11/18/2010 2:09:10 PM,50697356
"EPA06600-DUCK01","DUCKABUSH RIVER","Stream or River","DUCKABUSH RIVER",,"N","","","WA","","Jefferson","Skokomish-Dosewallips","Southwest Regional Office",6,24,"17110018000168",54.994,2/26/2012 12:00:00 AM,47.68127,-123.02046,"Discrete monitoring point","+/- 100 ft (30 m)","GPS high-end consumer unit (DGPS or WAAS enabled)","Not Applicable",25,"N",3,"W",2,"SE","SW","",,"","","","","","","","","","WHM_EPA",11/18/2010 2:09:11 PM,16767045
"EU01(UNIONRV)","EU01(EAST FORK UNION RV @ BROUSSARD RD)","Stream or River","Sampling location at Brousard Road bridge crossing",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,35,"17110018000611",5.38700434569518,8/24/2008 8:31:00 AM,47.52549,-122.776,"Discrete monitoring point","+/- 40 ft (12 m)","Unknown","Unknown",24,"N",1,"W",35,"SW","NW","",,"","","","","","","","","","G0100200",10/3/2006 2:07:19 PM,91419023
"FBU001","FILUCY BAY UPLAND 1","Stream or River","Culvert northeast side of Mahncke Rd.; just east of where Reeves Rd. turns into 158th Ave.",,"N","","","WA","","Pierce","Kitsap","Southwest Regional Office",6,26,"17110019006720",29.072,2/26/2012 12:00:00 AM,47.226678,-122.748017,"Discrete monitoring point","+/- 10 ft (3 m)","Computer map - GIS-based","",20,"N",1,"W",13,"NE","NW","",,"","","","","","","","","","G0100121, G1100202, G1400587, PCSWQD",12/9/2011 8:03:32 AM,46134304
"FBU002","FILUCY BAY UPLAND 2","Stream or River","Creek south side of Reeves Rd. large metal culvert.",,"N","","","WA","","Pierce","Kitsap","Southwest Regional Office",6,26,"17110019006631",17.877,2/26/2012 12:00:00 AM,47.226745,-122.751059,"Discrete monitoring point","+/- 10 ft (3 m)","Computer map - GIS-based","",20,"N",1,"W",13,"NW","NE","",,"","","","","","","","","","G0100121, G1100202, G1400587, PCSWQD",12/9/2011 8:03:33 AM,46533452
"FBU004","FILUCY BAY UPLAND 4","Stream or River","West side of Mahncke Rd. (3470 ft./0.65 mile from Reeves Rd.); white concrete culvert.",,"N","","","WA","","Pierce","Kitsap","Southwest Regional Office",6,26,"17110019006816",59.153,2/26/2012 12:00:00 AM,47.218859,-122.743365,"Discrete monitoring point","+/- 10 ft (3 m)","Computer map - GIS-based","",20,"N",1,"W",13,"SE","","",,"","","","","","","","","","G1100202, G1400587, PCSWQD",12/9/2011 8:03:34 AM,77080867
